AIRPRTX010,FEATURE,ICAO,IATA,AIRPT_NAME,CITY,STATE,STATE_FIPS,COUNTY,FIPS,TOT_ENP,LATITUDE,LONGITUDE,ELEV,ACT_DATE,CNTL_TWR
640,AIRPORT,KABY,ABY,SOUTHWEST GEORGIA REGIONAL AIRPORT,ALBANY,GA,13,DOUGHERTY,13095,35494,31.535515,-84.194473,197.000000,04/1940,Y
641,AIRPORT,PABR,BRW,WILEY POST-WILL ROGERS MEMORIAL AIRPORT,BARROW,AK,02,NORTH SLOPE,02185,40141,71.285448,-156.766002,44.000000,,N
642,AIRPORT,PAKN,AKN,KING SALMON AIRPORT,KING SALMON,AK,02,BRISTOL BAY,02060,41514,58.676493,-156.648691,73.000000,08/1954,Y
643,AIRPORT,KDBQ,DBQ,DUBUQUE REGIONAL AIRPORT,DUBUQUE,IA,19,DUBUQUE,19061,33861,42.402000,-90.709472,1077.000000,03/1943,Y
644,AIRPORT,PAHO,HOM,HOMER AIRPORT,HOMER,AK,02,KENAI-COOK INLET,02122,38407,59.645556,-151.476583,84.000000,05/1947,N
645,AIRPORT,KMVY,MVY,MARTHAS VINEYARD AIRPORT,VINEYARD HAVEN,MA,25,DUKES,25007,43904,41.393422,-70.613884,67.000000,07/1974,Y
646,AIRPORT,KPBG,PBG,PLATTSBURGH INTERNATIONAL AIRPORT,PLATTSBURGH,NY,36,CLINTON,36019,94808,44.650944,-73.468139,234.000000,,N
647,AIRPORT,KENV,ENV,WENDOVER AIRPORT,WENDOVER,UT,49,TOOELE,49045,50734,40.718694,-114.030889,4237.000000,02/1973,N
649,AIRPORT,KSPS,SPS,SHEPPARD AIR FORCE BASE/WICHITA FALLS MUNICIPAL AIRPORT,WICHITA FALLS,TX,48,WICHITA,48485,44296,33.988796,-98.491893,1019.000000,,Y
650,AIRPORT,KDHN,DHN,DOTHAN REGIONAL AIRPORT,DOTHAN,AL,01,DALE,01045,41453,31.321021,-85.449479,401.000000,07/1942,Y
651,AIRPORT,KEAT,EAT,PANGBORN MEMORIAL AIRPORT,WENATCHEE,WA,53,DOUGLAS,53017,46837,47.398089,-120.205737,1249.000000,08/1942,N
652,AIRPORT,KSUX,SUX,SIOUX GATEWAY/COL. BUD DAY FIELD,SIOUX CITY,IA,19,WOODBURY,19193,24701,42.402603,-96.384367,1098.000000,04/1940,Y
653,AIRPORT,KPSM,PSM,PORTSMOUTH INTERNATIONAL AT PEASE AIRPORT,PORTSMOUTH,NH,33,ROCKINGHAM,33015,7312,43.077944,-70.823278,100.000000,01/1946,Y
654,AIRPORT,KLCH,LCH,LAKE CHARLES REGIONAL AIRPORT,LAKE CHARLES,LA,22,CALCASIEU,22019,65340,30.126083,-93.223417,15.000000,11/1961,Y
655,AIRPORT,KCSG,CSG,COLUMBUS METROPOLITAN AIRPORT,COLUMBUS,GA,13,MUSCOGEE,13215,63726,32.516333,-84.938861,397.000000,11/1942,Y
656,AIRPORT,KFLG,FLG,FLAGSTAFF PULLIAM AIRPORT,FLAGSTAFF,AZ,04,COCONINO,04005,62109,35.140306,-111.669250,7014.000000,11/1948,Y
657,AIRPORT,PHNY,LNY,LANAI AIRPORT,LANAI CITY,HI,15,MAUI,15009,43922,20.785611,-156.951418,1308.000000,09/1946,N
658,AIRPORT,KPGV,PGV,PITT-GREENVILLE AIRPORT,GREENVILLE,NC,37,PITT,37147,61899,35.635250,-77.385306,26.000000,06/1941,N
659,AIRPORT,PHJH,JHM,KAPALUA AIRPORT,LAHAINA,HI,15,MAUI,15009,40060,20.962936,-156.673032,256.000000,04/1987,N
660,AIRPORT,KPGD,PGD,CHARLOTTE COUNTY AIRPORT,PUNTA GORDA,FL,12,CHARLOTTE,12015,87041,26.919568,-81.990573,26.000000,02/1944,N
661,AIRPORT,KSMX,SMX,SANTA MARIA PUB/CAPT G ALLAN HANCOCK FIELD,SANTA MARIA,CA,06,SANTA BARBARA,06083,47741,34.898917,-120.457444,261.000000,06/1947,Y
662,AIRPORT,KLYH,LYH,LYNCHBURG REGIONAL/PRESTON GLENN FIELD,LYNCHBURG,VA,51,CAMPBELL,51031,93772,37.325389,-79.200431,938.000000,08/1937,Y
663,AIRPORT,KSAW,SAW,SAWYER INTERNATIONAL AIRPORT,MARQUETTE,MI,26,MARQUETTE,26103,57371,46.353639,-87.395361,1221.000000,,Y
664,AIRPORT,KSPI,SPI,ABRAHAM LINCOLN CAPITAL AIRPORT,SPRINGFIELD,IL,17,SANGAMON,17167,61413,39.844210,-89.678090,598.000000,03/1947,Y
665,AIRPORT,KSBY,SBY,SALISBURY-OCEAN CITY WICOMICO REGIONAL AIRPORT,SALISBURY,MD,24,WICOMICO,24045,65489,38.340189,-75.509480,52.000000,02/1944,Y
666,AIRPORT,KUTA,UTA,TUNICA MUNICIPAL AIRPORT,TUNICA,MS,28,TUNICA,28143,65907,34.685056,-90.347778,194.000000,11/1981,N
667,AIRPORT,PAOM,OME,NOME AIRPORT,NOME,AK,02,NOME,02180,56658,64.512202,-165.445246,37.000000,,N
668,AIRPORT,KRDD,RDD,REDDING MUNICIPAL AIRPORT,REDDING,CA,06,SHASTA,06089,54420,40.509000,-122.293389,505.000000,07/1944,Y
669,AIRPORT,KSUN,SUN,FRIEDMAN MEMORIAL AIRPORT,HAILEY,ID,16,BLAINE,16013,52755,43.503779,-114.295553,5318.000000,04/1940,Y
670,AIRPORT,KLWS,LWS,LEWISTON-NEZ PERCE COUNTY AIRPORT,LEWISTON,ID,16,NEZ PERCE,16069,61737,46.374500,-117.015389,1442.000000,07/1944,Y
671,AIRPORT,KFLO,FLO,FLORENCE REGIONAL AIRPORT,FLORENCE,SC,45,FLORENCE,45041,82961,34.185361,-79.723889,146.000000,10/1937,Y
672,AIRPORT,KSJT,SJT,SAN ANGELO REGIONAL/MATHIS FIELD,SAN ANGELO,TX,48,TOM GREEN,48451,56021,31.357750,-100.496306,1919.000000,09/1943,Y
673,AIRPORT,K1G4,1G4,GRAND CANYON WEST AIRPORT,PEACH SPRINGS,AZ,04,MOHAVE,04015,60682,35.990377,-113.816424,4825.000000,10/1988,N
674,AIRPORT,PAOT,OTZ,RALPH WIEN MEMORIAL AIRPORT,KOTZEBUE,AK,02,KOBUK,02188,62177,66.884694,-162.598500,14.000000,09/1947,N
675,AIRPORT,KVGT,VGT,NORTH LAS VEGAS AIRPORT,LAS VEGAS,NV,32,CLARK,32003,64674,36.210694,-115.194444,2205.000000,01/1942,Y
676,AIRPORT,PASI,SIT,SITKA ROCKY GUTIERREZ AIRPORT,SITKA,AK,02,SITKA,02220,64536,57.047139,-135.361611,21.000000,12/1969,N
677,AIRPORT,KACT,ACT,WACO REGIONAL AIRPORT,WACO,TX,48,MC LENNAN,48309,61401,31.611288,-97.230519,516.000000,07/1943,Y
678,AIRPORT,KYKM,YKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,YAKIMA,WA,53,YAKIMA,53077,53832,46.568167,-120.544056,1099.000000,11/1937,Y
679,AIRPORT,KMOT,MOT,MINOT INTERNATIONAL AIRPORT,MINOT,ND,38,WARD,38101,91120,48.257639,-101.278028,1716.000000,03/1940,Y
680,AIRPORT,KCPR,CPR,CASPER/NATRONA COUNTY INTERNATIONAL AIRPORT,CASPER,WY,56,NATRONA,56025,83342,42.908000,-106.464417,5350.000000,11/1943,Y
681,AIRPORT,KTYR,TYR,TYLER POUNDS REGIONAL AIRPORT,TYLER,TX,48,SMITH,48423,74357,32.354139,-95.402386,544.000000,11/1937,Y
682,AIRPORT,KLAW,LAW,LAWTON-FORT SILL REGIONAL AIRPORT,LAWTON,OK,40,COMANCHE,40031,68054,34.567714,-98.416637,1110.000000,12/1948,Y
683,AIRPORT,KHXD,HXD,HILTON HEAD AIRPORT,HILTON HEAD ISLAND,SC,45,BEAUFORT,45013,73776,32.224361,-80.697472,19.000000,,Y
684,AIRPORT,KCLL,CLL,EASTERWOOD FIELD AIRPORT,COLLEGE STATION,TX,48,BRAZOS,48041,72188,30.588583,-96.363833,320.000000,05/1940,Y
685,AIRPORT,PADQ,ADQ,KODIAK AIRPORT,KODIAK,AK,02,KODIAK ISLAND,02150,80303,57.749968,-152.493855,78.000000,04/1948,Y
686,AIRPORT,KBRO,BRO,BROWNSVILLE/SOUTH PADRE ISLAND INTERNATIONAL AIRPORT,BROWNSVILLE,TX,48,CAMERON,48061,84401,25.906833,-97.425833,22.000000,09/1937,Y
687,AIRPORT,KHTS,HTS,TRI-STATE/MILTON J. FERGUSON FIELD,HUNTINGTON,WV,54,WAYNE,54099,115263,38.366667,-82.558028,828.000000,12/1952,Y
688,AIRPORT,KFSM,FSM,FORT SMITH REGIONAL AIRPORT,FORT SMITH,AR,05,SEBASTIAN,05131,83902,35.336583,-94.367444,469.000000,07/1941,Y
689,AIRPORT,KHLN,HLN,HELENA REGIONAL AIRPORT,HELENA,MT,30,LEWIS AND CLARK,30049,98193,46.606806,-111.982750,3877.000000,04/1940,Y
690,AIRPORT,KMTJ,MTJ,MONTROSE REGIONAL AIRPORT,MONTROSE,CO,08,MONTROSE,08085,96601,38.509796,-107.894243,5759.000000,09/1946,N
691,AIRPORT,KABI,ABI,ABILENE REGIONAL AIRPORT,ABILENE,TX,48,TAYLOR,48441,73605,32.411306,-99.681889,1791.000000,11/1953,Y
692,AIRPORT,KYUM,NYL,YUMA MARINE CORPS AIR STATION/YUMA INTERNATIONAL AIRPORT,YUMA,AZ,04,YUMA,04027,82163,32.656583,-114.605972,213.000000,04/1940,Y
693,AIRPORT,KGFK,GFK,GRAND FORKS INTERNATIONAL AIRPORT,GRAND FORKS,ND,38,GRAND FORKS,38035,117980,47.947267,-97.173781,845.000000,12/1963,Y
694,AIRPORT,KMLU,MLU,MONROE REGIONAL AIRPORT,MONROE,LA,22,OUACHITA,22073,100419,32.510866,-92.037688,79.000000,04/1940,Y
695,AIRPORT,PHMK,MKK,MOLOKAI AIRPORT,KAUNAKAKAI,HI,15,MAUI,15009,88688,21.152886,-157.096256,454.000000,07/1946,Y
696,AIRPORT,KITH,ITH,ITHACA TOMPKINS REGIONAL AIRPORT,ITHACA,NY,36,TOMPKINS,36109,121390,42.491361,-76.458722,1099.000000,10/1947,Y
697,AIRPORT,PAEN,ENA,KENAI MUNICIPAL AIRPORT,KENAI,AK,02,KENAI-COOK INLET,02122,86857,60.573307,-151.244778,99.000000,05/1947,Y
698,AIRPORT,KCMI,CMI,UNIVERSITY OF ILLINOIS-WILLARD AIRPORT,CHAMPAIGN/URBANA,IL,17,CHAMPAIGN,17019,85715,40.038833,-88.277806,755.000000,05/1945,Y
699,AIRPORT,PASC,SCC,DEADHORSE AIRPORT,DEADHORSE,AK,02,NORTH SLOPE,02185,37319,70.194750,-148.465167,65.000000,04/1970,N
700,AIRPORT,KSTS,STS,CHARLES M. SCHULZ - SONOMA COUNTY AIRPORT,SANTA ROSA,CA,06,SONOMA,06097,92778,38.508989,-122.812875,128.000000,,Y
701,AIRPORT,KELM,ELM,ELMIRA/CORNING REGIONAL AIRPORT,ELMIRA/CORNING,NY,36,CHEMUNG,36015,131358,42.159889,-76.891611,954.000000,11/1940,Y
702,AIRPORT,KACV,ACV,ARCATA AIRPORT,ARCATA/EUREKA,CA,06,HUMBOLDT,06023,93402,40.978111,-124.108611,221.000000,03/1943,N
703,AIRPORT,KLRD,LRD,LAREDO INTERNATIONAL AIRPORT,LAREDO,TX,48,WEBB,48479,112520,27.543799,-99.461533,508.000000,,Y
704,AIRPORT,KBGM,BGM,GREATER BINGHAMTON/EDWIN A LINK FIELD,BINGHAMTON,NY,36,BROOME,36007,108988,42.208556,-75.979722,1636.000000,09/1950,Y
705,AIRPORT,PAKT,KTN,KETCHIKAN INTERNATIONAL AIRPORT,KETCHIKAN,AK,02,KETCHIKAN GATEWAY,02130,100138,55.354075,-131.711219,89.000000,04/1973,N
706,AIRPORT,KRFD,RFD,CHICAGO/ROCKFORD INTERNATIONAL AIRPORT,CHICAGO/ROCKFORD,IL,17,WINNEBAGO,17201,96974,42.195361,-89.097222,742.000000,03/1950,Y
707,AIRPORT,TJPS,PSE,MERCEDITA AIRPORT,PONCE,PR,72,PONCE MUNICIPIO,72113,97660,18.008306,-66.563028,29.000000,04/1948,N
708,AIRPORT,KEWN,EWN,COASTAL CAROLINA REGIONAL AIRPORT,NEW BERN,NC,37,CRAVEN,37049,126800,35.072972,-77.042944,18.000000,07/1941,Y
709,AIRPORT,KLSE,LSE,LA CROSSE MUNICIPAL AIRPORT,LA CROSSE,WI,55,LA CROSSE,55063,109962,43.879266,-91.256638,655.000000,02/1938,Y
710,AIRPORT,KIFP,IFP,LAUGHLIN/BULLHEAD INTERNATIONAL AIRPORT,BULLHEAD CITY,AZ,04,MOHAVE,04015,121468,35.155972,-114.559444,701.000000,,Y
711,AIRPORT,KERI,ERI,ERIE INTERNATIONAL/TOM RIDGE FIELD,ERIE,PA,42,ERIE,42049,127184,42.082021,-80.176216,733.000000,05/1938,Y
712,AIRPORT,KOAJ,OAJ,ALBERT J ELLIS AIRPORT,JACKSONVILLE,NC,37,ONSLOW,37133,154307,34.829164,-77.612138,94.000000,02/1971,N
713,AIRPORT,KTOL,TOL,TOLEDO EXPRESS AIRPORT,TOLEDO,OH,39,LUCAS,39095,88578,41.586806,-83.807833,683.000000,01/1955,Y
714,AIRPORT,KUNV,UNV,UNIVERSITY PARK AIRPORT,STATE COLLEGE,PA,42,CENTRE,42027,143531,40.849278,-77.848694,1239.000000,03/1959,N
715,AIRPORT,KDRO,DRO,DURANGO-LA PLATA COUNTY AIRPORT,DURANGO,CO,08,LA PLATA,08067,163611,37.151517,-107.753769,6685.000000,11/1946,N
716,AIRPORT,KHDN,HDN,YAMPA VALLEY AIRPORT,HAYDEN,CO,08,ROUTT,08107,110044,40.481167,-107.217667,6606.000000,,N
717,AIRPORT,KGNV,GNV,GAINESVILLE REGIONAL AIRPORT,GAINESVILLE,FL,12,ALACHUA,12001,159499,29.690056,-82.271778,152.000000,04/1940,Y
718,AIRPORT,PABE,BET,BETHEL AIRPORT,BETHEL,AK,02,BETHEL,02050,144353,60.778557,-161.837177,126.000000,11/1958,Y
719,AIRPORT,KBFL,BFL,MEADOWS FIELD AIRPORT,BAKERSFIELD,CA,06,KERN,06029,111699,35.433861,-119.057667,510.000000,04/1940,Y
720,AIRPORT,KAEX,AEX,ALEXANDRIA INTERNATIONAL AIRPORT,ALEXANDRIA,LA,22,RAPIDES,22079,179129,31.327372,-92.548556,89.000000,02/1944,Y
721,AIRPORT,KGTF,GTF,GREAT FALLS INTERNATIONAL AIRPORT,GREAT FALLS,MT,30,CASCADE,30013,155204,47.482654,-111.370610,3680.000000,04/1940,Y
722,AIRPORT,KMLB,MLB,MELBOURNE INTERNATIONAL AIRPORT,MELBOURNE,FL,12,BREVARD,12009,180441,28.102753,-80.645257,33.000000,04/1940,Y
723,AIRPORT,KDLH,DLH,DULUTH INTERNATIONAL AIRPORT,DULUTH,MN,27,ST LOUIS,27137,150556,46.842083,-92.193639,1428.000000,04/1940,Y
724,AIRPORT,KIDA,IDA,IDAHO FALLS REGIONAL AIRPORT,IDAHO FALLS,ID,16,BONNEVILLE,16019,144365,43.513722,-112.070750,4744.000000,04/1940,Y
725,AIRPORT,KSBP,SBP,SAN LUIS COUNTY REGIONAL AIRPORT,SAN LUIS OBISPO,CA,06,SAN LUIS OBISPO,06079,129220,35.237266,-120.642597,212.000000,04/1940,Y
726,AIRPORT,KRST,RST,ROCHESTER INTERNATIONAL AIRPORT,ROCHESTER,MN,27,OLMSTED,27109,120063,43.908278,-92.500028,1317.000000,04/1961,Y
727,AIRPORT,KCWA,CWA,CENTRAL WISCONSIN AIRPORT,MOSINEE,WI,55,MARATHON,55073,156251,44.777624,-89.666778,1277.000000,10/1969,Y
729,AIRPORT,KMBS,MBS,MBS INTERNATIONAL AIRPORT,SAGINAW,MI,26,SAGINAW,26145,146870,43.532917,-84.079639,668.000000,03/1943,Y
730,AIRPORT,KLNK,LNK,LINCOLN AIRPORT,LINCOLN,NE,31,LANCASTER,31109,143230,40.850891,-96.759121,1219.000000,04/1940,Y
731,AIRPORT,KAZO,AZO,KALAMAZOO/BATTLE CREEK INTERNATIONAL AIRPORT,KALAMAZOO,MI,26,KALAMAZOO,26077,135555,42.234389,-85.551556,874.000000,04/1940,Y
732,AIRPORT,TISX,STX,HENRY E ROHLSEN AIRPORT,CHRISTIANSTED,VI,78,SAINT CROIX,78010,187211,17.701556,-64.801722,74.000000,09/1948,Y
733,AIRPORT,KCHO,CHO,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,51,ALBEMARLE,51003,197776,38.138639,-78.452861,639.000000,,Y
734,AIRPORT,KMGM,MGM,MONTGOMERY REGIONAL (DANNELLY FIELD) AIRPORT,MONTGOMERY,AL,01,MONTGOMERY,01101,194540,32.300639,-86.393972,221.000000,06/1987,Y
735,AIRPORT,KAGS,AGS,AUGUSTA REGIONAL AT BUSH FIELD,AUGUSTA,GA,13,RICHMOND,13245,246587,33.369944,-81.964500,144.000000,10/1943,Y
736,AIRPORT,KBIS,BIS,BISMARCK MUNICIPAL AIRPORT,BISMARCK,ND,38,BURLEIGH,38015,196285,46.772722,-100.745750,1661.000000,12/1937,Y
737,AIRPORT,KTVC,TVC,CHERRY CAPITAL AIRPORT,TRAVERSE CITY,MI,26,GRAND TRAVERSE,26055,167488,44.741639,-85.582361,624.000000,04/1940,Y
738,AIRPORT,KFCA,GPI,GLACIER PARK INTERNATIONAL AIRPORT,KALISPELL,MT,30,FLATHEAD,30029,175222,48.310472,-114.256000,2977.000000,02/1944,Y
739,AIRPORT,KIWA,IWA,PHOENIX-MESA GATEWAY AIRPORT,PHOENIX,AZ,04,MARICOPA,04013,417862,33.307833,-111.655472,1382.000000,12/1993,Y
740,AIRPORT,KHYA,HYA,BARNSTABLE MUNICIPAL-BOARDMAN/POLANDO FIELD,HYANNIS,MA,25,BARNSTABLE,25001,124560,41.669333,-70.280361,54.000000,02/1940,Y
741,AIRPORT,KEVV,EVV,EVANSVILLE REGIONAL AIRPORT,EVANSVILLE,IN,18,VANDERBURGH,18163,169967,38.038417,-87.530861,418.000000,04/1940,Y
742,AIRPORT,KFAY,FAY,FAYETTEVILLE REGIONAL/GRANNIS FIELD,FAYETTEVILLE,NC,37,CUMBERLAND,37051,258986,34.991222,-78.880278,189.000000,05/1949,Y
743,AIRPORT,KTRI,TRI,TRI-CITIES REGIONAL AIRPORT,BRISTOL/JOHNSON/KINGSPORT,TN,47,SULLIVAN,47163,202114,36.475222,-82.407417,1519.000000,12/1937,Y
744,AIRPORT,KMRY,MRY,MONTEREY PENINSULA AIRPORT,MONTEREY,CA,06,MONTEREY,06053,190527,36.587000,-121.842944,257.000000,04/1940,Y
745,AIRPORT,KLFT,LFT,LAFAYETTE REGIONAL AIRPORT,LAFAYETTE,LA,22,LAFAYETTE,22055,220211,30.205250,-91.987611,42.000000,04/1940,Y
746,AIRPORT,KGJT,GJT,GRAND JUNCTION REGIONAL AIRPORT,GRAND JUNCTION,CO,08,MESA,08077,219358,39.122413,-108.526735,4858.000000,04/1940,Y
747,AIRPORT,KEGE,EGE,EAGLE COUNTY REGIONAL AIRPORT,EAGLE,CO,08,EAGLE,08037,201010,39.642761,-106.915935,6548.000000,07/1940,Y
748,AIRPORT,KASE,ASE,ASPEN-PITKIN COUNTY/SARDY FIELD,ASPEN,CO,08,PITKIN,08097,222755,39.223167,-106.868861,7820.000000,03/1949,Y
749,AIRPORT,KLAN,LAN,CAPITAL CITY AIRPORT,LANSING,MI,26,CLINTON,26037,136548,42.778639,-84.586194,861.000000,04/1940,Y
750,AIRPORT,KAVP,AVP,WILKES-BARRE/SCRANTON INTERNATIONAL AIRPORT,WILKES-BARRE/SCRANTON,PA,42,LUZERNE,42079,213422,41.338472,-75.723389,962.000000,01/1947,Y
751,AIRPORT,KEYW,EYW,KEY WEST INTERNATIONAL AIRPORT,KEY WEST,FL,12,MONROE,12087,287359,24.556111,-81.759556,3.000000,04/1940,Y
752,AIRPORT,KGRK,GRK,ROBERT GRAY ARMY AIRFIELD,FORT HOOD/KILLEEN,TX,48,BELL,48027,243861,31.067250,-97.828917,1015.000000,,Y
753,AIRPORT,KRDM,RDM,ROBERTS FIELD AIRPORT,REDMOND,OR,41,DESCHUTES,41017,226400,44.254056,-121.149972,3080.000000,09/1938,Y
754,AIRPORT,TJBQ,BQN,RAFAEL HERNANDEZ AIRPORT,AGUADILLA,PR,72,AGUADILLA MUNICIPIO,72005,241976,18.494861,-67.129444,237.000000,,Y
755,AIRPORT,KPSC,PSC,TRI-CITIES AIRPORT,PASCO,WA,53,FRANKLIN,53021,312915,46.264694,-119.119028,410.000000,11/1937,Y
756,AIRPORT,KCRW,CRW,YEAGER AIRPORT,CHARLESTON,WV,54,KANAWHA,54039,264818,38.373139,-81.593194,981.000000,08/1947,Y
757,AIRPORT,KACK,ACK,NANTUCKET MEMORIAL AIRPORT,NANTUCKET,MA,25,NANTUCKET,25019,201390,41.253111,-70.060306,47.000000,04/1940,Y
758,AIRPORT,KATW,ATW,OUTAGAMIE COUNTY REGIONAL AIRPORT,APPLETON,WI,55,OUTAGAMIE,55087,272471,44.258083,-88.519083,918.000000,05/1965,Y
759,AIRPORT,KBMI,BMI,CENTRAL ILLINOIS REGIONAL AIRPORT AT BLOOMINGTON-NORMAL AIRPORT,BLOOMINGTON/NORMAL,IL,17,MC LEAN,17113,274677,40.477111,-88.915917,871.000000,04/1940,Y
760,AIRPORT,KRAP,RAP,RAPID CITY REGIONAL AIRPORT,RAPID CITY,SD,46,PENNINGTON,46103,284126,44.045333,-103.057361,3204.000000,08/1950,Y
761,AIRPORT,KBLI,BLI,BELLINGHAM INTERNATIONAL AIRPORT,BELLINGHAM,WA,53,WHATCOM,53073,398368,48.792694,-122.537528,170.000000,11/1938,Y
762,AIRPORT,KPIA,PIA,GREATER PEORIA REGIONAL AIRPORT,PEORIA,IL,17,PEORIA,17143,249595,40.664201,-89.693258,660.000000,04/1940,Y
763,AIRPORT,KAVL,AVL,ASHEVILLE REGIONAL AIRPORT,ASHEVILLE,NC,37,BUNCOMBE,37021,371226,35.436194,-82.541806,2165.000000,01/1961,Y
764,AIRPORT,KFWA,FWA,FORT WAYNE INTERNATIONAL AIRPORT,FORT WAYNE,IN,18,ALLEN,18003,273056,40.978472,-85.195167,814.000000,01/1943,Y
765,AIRPORT,KDAB,DAB,DAYTONA BEACH INTERNATIONAL AIRPORT,DAYTONA BEACH,FL,12,VOLUSIA,12127,246627,29.179917,-81.058056,34.000000,04/1940,Y
766,AIRPORT,KSHV,SHV,SHREVEPORT REGIONAL AIRPORT,SHREVEPORT,LA,22,CADDO,22017,237945,32.446611,-93.825611,258.000000,08/1952,Y
767,AIRPORT,KMOB,MOB,MOBILE REGIONAL AIRPORT,MOBILE,AL,01,MOBILE,01097,277232,30.691417,-88.242833,219.000000,04/1942,Y
768,AIRPORT,KMFR,MFR,ROGUE VALLEY INTERNATIONAL - MEDFORD AIRPORT,MEDFORD,OR,41,JACKSON,41029,310824,42.374222,-122.873500,1335.000000,,Y
769,AIRPORT,KMSO,MSO,MISSOULA INTERNATIONAL AIRPORT,MISSOULA,MT,30,MISSOULA,30063,289875,46.916306,-114.090556,3206.000000,07/1941,Y
770,AIRPORT,KGCN,GCN,GRAND CANYON NATIONAL PARK AIRPORT,GRAND CANYON,AZ,04,COCONINO,04005,318622,35.952361,-112.146972,6609.000000,05/1962,Y
771,AIRPORT,KBVU,BVU,BOULDER CITY MUNICIPAL AIRPORT,BOULDER CITY,NV,32,CLARK,32003,169923,35.947480,-114.861097,2201.000000,08/1990,N
772,AIRPORT,KCHA,CHA,LOVELL FIELD AIRPORT,CHATTANOOGA,TN,47,HAMILTON,47065,292830,35.035194,-85.203556,683.000000,11/1937,Y
773,AIRPORT,KJAC,JAC,JACKSON HOLE AIRPORT,JACKSON,WY,56,TETON,56039,288325,43.607333,-110.737750,6451.000000,10/1941,Y
774,AIRPORT,KROA,ROA,ROANOKE REGIONAL/WOODRUM FIELD AIRPORT,ROANOKE,VA,51,ROANOKE,51770,316478,37.325472,-79.975417,1175.000000,05/1930,Y
775,AIRPORT,KFAR,FAR,HECTOR INTERNATIONAL AIRPORT,FARGO,ND,38,CASS,38017,365963,46.920650,-96.815764,902.000000,08/1937,Y
776,AIRPORT,KBZN,BZN,GALLATIN FIELD AIRPORT,BOZEMAN,MT,30,GALLATIN,30031,364521,45.777570,-111.152022,4473.000000,07/1942,Y
777,AIRPORT,KBGR,BGR,BANGOR INTERNATIONAL AIRPORT,BANGOR,ME,23,PENOBSCOT,23019,416328,44.807444,-68.828139,192.000000,04/1940,Y
778,AIRPORT,KSBN,SBN,SOUTH BEND REGIONAL AIRPORT,SOUTH BEND,IN,18,ST JOSEPH,18141,317096,41.708222,-86.317333,799.000000,04/1940,Y
779,AIRPORT,KEUG,EUG,MAHLON SWEET FIELD AIRPORT,EUGENE,OR,41,LANE,41039,369397,44.124583,-123.211972,374.000000,02/1943,Y
780,AIRPORT,KPIE,PIE,ST PETERSBURG-CLEARWATER INTERNATIONAL AIRPORT,ST PETERSBURG-CLEARWATER,FL,12,PINELLAS,12103,384394,27.910000,-82.687417,11.000000,10/1942,Y
781,AIRPORT,KFSD,FSD,JOE FOSS FIELD AIRPORT,SIOUX FALLS,SD,46,MINNEHAHA,46099,355939,43.582013,-96.741914,1429.000000,11/1938,Y
782,AIRPORT,KMFE,MFE,MC ALLEN MILLER INTERNATIONAL AIRPORT,MC ALLEN,TX,48,HIDALGO,48215,344302,26.175833,-98.238611,107.000000,01/1940,Y
783,AIRPORT,KVPS,VPS,EGLIN AIR FORCE BASE,VALPARAISO,FL,12,OKALOOSA,12091,348979,30.483219,-86.526044,87.000000,03/1941,Y
784,AIRPORT,PAJN,JNU,JUNEAU INTERNATIONAL AIRPORT,JUNEAU,AK,02,JUNEAU,02110,344057,58.354972,-134.576278,21.000000,11/1941,Y
785,AIRPORT,KSGF,SGF,SPRINGFIELD-BRANSON NATIONAL AIRPORT,SPRINGFIELD,MO,29,GREENE,29077,381172,37.245667,-93.388639,1268.000000,,Y
786,AIRPORT,KCRP,CRP,CORPUS CHRISTI INTERNATIONAL AIRPORT,CORPUS CHRISTI,TX,48,NUECES,48355,339193,27.770361,-97.501222,44.000000,07/1960,Y
787,AIRPORT,KABE,ABE,LEHIGH VALLEY INTERNATIONAL AIRPORT,ALLENTOWN,PA,42,LEHIGH,42077,414427,40.652363,-75.440401,393.000000,06/1938,Y
788,AIRPORT,KSWF,SWF,STEWART INTERNATIONAL AIRPORT,NEWBURGH,NY,36,ORANGE,36071,201684,41.504111,-74.104833,491.000000,05/1941,Y
789,AIRPORT,KTLH,TLH,TALLAHASSEE REGIONAL AIRPORT,TALLAHASSEE,FL,12,LEON,12073,325097,30.396528,-84.350333,81.000000,09/1961,Y
790,AIRPORT,KILM,ILM,WILMINGTON INTERNATIONAL AIRPORT,WILMINGTON,NC,37,NEW HANOVER,37129,408058,34.270603,-77.902558,32.000000,07/1937,Y
791,AIRPORT,KGRB,GRB,AUSTIN STRAUBEL INTERNATIONAL AIRPORT,GREEN BAY,WI,55,BROWN,55009,349733,44.484639,-88.129722,695.000000,12/1948,Y
792,AIRPORT,KSBA,SBA,SANTA BARBARA MUNICIPAL AIRPORT,SANTA BARBARA,CA,06,SANTA BARBARA,06083,382894,34.426194,-119.841500,13.000000,04/1940,Y
793,AIRPORT,KBTR,BTR,"BATON ROUGE METROPOLITAN, RYAN FIELD",BATON ROUGE,LA,22,EAST BATON ROUGE,22033,382687,30.532906,-91.149877,70.000000,06/1942,Y
